SeqID	0dpa_1	0dpa_2	0dpa_3	1dpa_1	1dpa_2	1dpa_3	3dpa_1	3dpa_2	3dpa_3
atf4|rna18845|gene5826|Level=1	506.345	688.388	619.870	1032.190	1074.720	1180.750	812.148	869.197	938.666
atf5.2|rna10671|gene3256|Level=1	18.972	23.359	26.925	80.680	102.255	103.693	26.484	47.054	40.178
atf5|rna5761|gene1763|Level=1	11.199	14.193	13.900	16.188	11.531	11.172	14.000	12.514	11.813
atf6b|rna57312|gene29860|Level=1	15.512	22.435	16.360	21.705	21.831	28.146	23.295	26.375	22.975
atf6|rna52398|gene26791|Level=1	13.641	17.447	15.303	20.904	20.884	26.793	33.596	34.329	32.370
atf7ip2|rna50091|gene25296|Level=1	2.253	3.716	2.279	2.308	1.996	3.136	4.226	4.128	3.166
atf7ip|rna48414|gene24300|Level=1	11.858	17.513	10.216	10.910	11.159	14.867	15.478	16.784	15.308
atf7|rna45474|gene22450|Level=1	2.930	2.887	2.880	2.472	1.695	2.543	4.773	5.563	3.223
atg101|rna376|gene127|Level=1	23.834	26.415	22.372	16.471	16.829	15.736	11.179	14.485	13.459
atg10|rna25460|gene7885|Level=1	6.872	11.188	5.963	7.857	7.965	8.202	7.080	8.559	7.567
atg12|rna17688|gene5458|Level=1	12.924	20.063	14.213	17.759	20.212	18.121	17.075	17.792	18.072
atg13|rna16505|gene5069|Level=1	11.593	17.207	9.300	8.016	8.914	8.464	8.222	10.861	7.796
atg14|rna35669|gene16171|Level=1	7.394	8.895	7.161	5.660	6.156	7.277	6.818	7.464	6.633
atg16l1|rna26655|gene8248|Level=1	7.894	11.536	8.155	13.247	13.788	15.105	10.805	12.191	10.498
atg16l2|rna62087|gene32848|Level=1	5.347	7.722	3.965	5.800	6.012	6.196	7.298	8.909	5.861
atg2a|rna25097|gene7790|Level=1	9.528	14.072	7.546	7.602	7.961	8.926	9.928	10.460	9.925
atg2b|rna47972|gene24030|Level=1	10.915	14.943	8.641	7.025	7.966	8.345	6.634	8.240	6.327
atg3|rna27077|gene8372|Level=1	58.170	55.800	53.783	82.254	80.526	86.717	65.872	64.980	65.210
atg4a|rna3654|gene1138|Level=1	8.201	9.472	6.846	10.826	10.460	12.090	13.149	12.417	12.991
atg4b|rna20812|gene6450|Level=1	19.550	32.709	19.023	18.512	18.424	17.972	16.618	17.460	18.596
atg4c|rna15403|gene4726|Level=1	12.226	10.592	11.773	16.959	15.419	20.999	19.846	17.616	19.603
atg4d|rna45755|gene22654|Level=1	16.047	17.917	13.271	15.681	18.146	19.447	15.248	18.122	16.803
atg5|rna1334|gene427|Level=1	3.343	2.726	3.036	5.369	3.739	3.938	7.050	6.132	5.094
atg7|rna54062|gene27825|Level=1	5.081	11.191	6.857	8.946	9.069	8.801	9.154	11.309	11.279
atg9a|rna52083|gene26572|Level=1	21.547	31.789	18.692	18.339	21.147	21.817	11.963	17.259	13.940
atg9b|rna44773|gene21994|Level=1	8.024	14.674	8.141	8.300	7.984	8.946	6.756	8.840	7.248
atic|rna26892|gene8325|Level=1	42.670	51.703	44.979	102.773	106.104	105.232	86.540	76.296	75.967
atl1|rna59795|gene31451|Level=1	17.422	21.196	13.525	20.556	21.172	20.569	0.681	7.001	3.756
atl2|rna23807|gene7372|Level=1	17.183	23.472	13.513	16.446	17.872	18.235	11.708	14.214	12.304
atl3|rna14641|gene4497|Level=1	6.645	7.631	5.925	7.358	6.975	7.375	18.224	16.651	16.382
atmin|rna3818|gene1189|Level=1	5.993	8.440	5.846	7.479	7.647	8.743	3.501	4.818	4.397
atm|rna31474|gene12349|Level=1	0.141	0.464	0.277	0.791	0.749	0.934	2.089	1.292	0.960
atm|rna53270|gene27343|Level=1	1.271	1.244	1.009	2.530	2.536	3.135	4.158	4.051	3.634
atn1|rna42456|gene20574|Level=1	6.614	10.434	3.677	7.197	6.996	6.675	4.513	5.575	4.088
atoh1|rna50600|gene25639|Level=1	0.169	0.732	0.124	0.144	0.168	0.144	0.055	0.196	0.030
atoh7|rna53736|gene27623|Level=1	6.586	7.853	7.318	3.567	2.911	4.784	0.000	1.058	0.262
atoh8|rna55111|gene28475|Level=1	1.618	1.490	1.218	1.252	0.992	1.138	2.853	1.931	2.075
atox1|rna60406|gene31844|Level=1	28.134	34.508	29.527	24.382	29.017	26.917	32.544	28.408	34.347
atp10a|rna44319|gene21700|Level=1	1.235	1.816	0.898	1.781	1.483	1.731	4.333	4.268	3.588
atp10b|rna42307|gene20480|Level=1	1.227	1.991	3.774	0.496	0.762	1.046	3.613	4.518	5.093
atp10d|rna37860|gene17628|Level=1	0.830	1.180	0.841	1.542	1.501	2.090	3.049	2.752	3.118
atp11a|rna42702|gene20723|Level=1	2.548	3.748	2.615	2.341	2.372	2.834	2.512	2.610	3.011
atp11a|rna48106|gene24110|Level=2	0.000	0.000	0.100	0.000	0.000	0.000	0.911	0.000	0.000
atp11b|rna43524|gene21239|Level=1	14.232	21.521	12.971	14.600	13.645	18.879	19.466	21.141	18.326
atp11c|rna24334|gene7555|Level=1	3.088	4.032	3.132	2.141	2.031	2.329	4.370	4.571	3.673
atp12a-like|rna6856|gene2090|Level=1	2.952	5.897	34.545	1.919	4.043	6.655	5.010	13.654	11.114
atp12a|rna2960|gene928|Level=1	2.256	2.304	5.984	1.585	2.362	9.294	6.374	14.222	9.990
atp13a-like|rna35692|gene16188|Level=1	0.065	0.086	0.046	0.025	0.015	0.030	1.003	0.083	0.552
atp13a1|rna46571|gene23157|Level=1	11.633	12.491	10.723	23.737	24.136	25.573	28.980	27.577	28.552
atp13a3|rna45214|gene22292|Level=1	2.893	4.083	2.550	3.976	3.499	4.219	3.842	4.551	3.142
atp13a4|rna36622|gene16793|Level=1	0.576	0.407	1.828	0.517	0.835	1.034	7.022	3.622	8.949
atp13a5l.1|rna52502|gene26862|Level=1	4.219	5.124	3.758	1.468	0.991	1.500	1.560	2.438	1.506
atp13a5|rna56309|gene29228|Level=1	0.239	0.285	0.199	0.216	0.172	0.291	0.105	0.195	0.134
atp1a1|rna17197|gene5301|Level=1	210.853	247.715	174.230	210.445	211.545	209.023	290.675	286.050	262.807
atp1a2|rna5842|gene1789|Level=1	84.885	108.349	53.225	127.017	141.624	136.549	37.420	64.475	46.525
atp1a3|rna52658|gene26961|Level=2	94.539	44.928	63.740	93.364	95.818	100.052	0.000	5.402	5.411
atp1a3|rna63845|gene33894|Level=1	235.547	299.336	158.675	236.677	224.600	200.736	2.981	51.992	24.980
atp1b1|rna9571|gene2921|Level=1	440.007	574.289	449.013	338.305	367.638	381.489	110.743	171.686	141.375
atp1b2|rna23100|gene7157|Level=1	41.990	52.359	265.973	27.536	46.181	70.235	71.191	214.643	162.097
atp1b3|rna14172|gene4351|Level=1	1032.080	1102.430	895.196	894.395	983.304	956.577	284.201	458.231	388.620
atp1b4|rna5447|gene1662|Level=1	0.638	0.710	1.051	3.400	0.942	1.064	2.610	1.501	1.708
atp23|rna19666|gene6094|Level=1	10.286	11.895	9.784	10.154	11.245	12.544	9.590	11.412	10.484
atp2a1|rna55502|gene28684|Level=2	28.423	18.864	37.731	184.445	34.235	26.875	17.180	13.287	9.443
atp2a1|rna58740|gene30758|Level=1	107.988	44.247	146.169	637.165	106.729	101.725	90.456	64.854	55.981
atp2a2|rna2101|gene665|Level=1	35.315	48.951	37.715	56.933	54.599	66.649	47.323	54.906	47.864
atp2a3|rna58608|gene30656|Level=1	1.810	2.086	3.640	1.319	0.960	1.401	6.159	5.235	5.119
atp2b1|rna15588|gene4779|Level=1	12.999	20.255	11.822	15.308	16.360	20.778	15.489	17.690	13.946
atp2b2|rna61492|gene32491|Level=1	21.416	34.824	20.164	17.805	18.644	23.591	15.852	19.761	16.528
atp2b3|rna21525|gene6667|Level=1	20.655	27.416	14.825	14.337	14.160	13.845	0.315	4.133	2.327
atp2b4|rna7647|gene2316|Level=1	48.656	62.267	40.237	42.457	45.711	49.116	5.851	18.611	10.827
atp2c1|rna61830|gene32715|Level=1	9.493	10.619	9.159	13.713	12.438	14.041	21.160	15.788	18.487
atp2c2|rna14539|gene4465|Level=1	13.466	21.402	12.050	8.217	8.434	8.256	1.714	3.206	3.541
atp5f1a|rna2721|gene853|Level=1	924.745	692.560	755.036	1086.010	836.882	790.726	821.445	678.771	750.529
atp5f1b|rna9240|gene2804|Level=1	1444.250	1037.690	1220.300	1424.700	1236.300	1137.220	1187.410	1017.220	1135.140
atp5f1c|rna10189|gene3109|Level=1	544.775	412.230	466.474	575.903	508.764	475.559	461.365	398.971	438.973
atp5f1d|rna4026|gene1257|Level=1	594.412	302.783	487.319	650.023	555.966	497.758	495.839	409.707	453.730
atp5if1|rna2537|gene798|Level=1	674.714	471.973	575.211	722.237	609.331	611.808	490.588	468.267	520.933
atp5mc1|rna52044|gene26550|Level=1	1306.240	1153.680	1234.410	963.206	1004.930	859.692	695.477	698.198	731.809
atp5mc3|rna45173|gene22268|Level=1	1677.290	1157.210	1585.250	1840.290	1596.920	1395.140	1622.630	1375.370	1548.220
atp5me|rna48588|gene24395|Level=1	667.410	494.126	751.040	635.299	577.108	551.536	518.206	448.926	518.896
atp5mf|rna62201|gene32920|Level=1	969.353	684.173	874.481	884.595	854.892	757.034	605.612	586.951	622.133
atp5mg|rna6457|gene1966|Level=1	271.748	196.853	277.008	303.974	263.925	215.955	268.420	234.904	268.436
atp5mk|rna24205|gene7510|Level=1	500.258	311.888	474.468	508.616	479.178	412.317	402.842	367.763	377.241
atp5pb|rna784|gene256|Level=1	460.770	360.438	387.549	476.945	433.492	395.708	374.827	318.028	353.723
atp5pd|rna5214|gene1595|Level=1	387.822	286.857	355.405	378.083	343.005	292.546	300.229	264.906	295.676
atp5pf|rna40989|gene19680|Level=1	643.431	426.583	570.913	583.427	536.278	453.872	518.784	463.062	496.421
atp5po|rna6046|gene1853|Level=1	706.062	514.080	592.332	692.556	597.781	536.444	565.328	498.447	526.504
atp6ap1.1|rna42170|gene20396|Level=1	1.298	1.531	3.038	1.117	1.915	2.214	1.071	2.605	1.526
atp6ap1.2|rna55618|gene28756|Level=1	103.300	125.159	91.205	100.800	107.093	100.312	61.719	76.126	78.791
atp6ap1l|rna61448|gene32459|Level=1	7.655	9.605	6.182	4.473	5.305	5.034	0.965	2.438	1.646
atp6ap2|rna5932|gene1815|Level=1	106.549	103.700	94.333	93.343	90.284	89.990	45.425	52.656	52.362
atp6v0a1|rna10302|gene3148|Level=1	89.986	103.371	72.363	82.024	87.000	82.963	15.769	35.082	30.117
atp6v0a2|rna52961|gene27152|Level=1	2.701	4.283	2.616	4.474	4.472	5.730	5.057	5.895	4.631
atp6v0a4|rna30322|gene11207|Level=1	0.000	2.831	8.375	0.000	1.678	11.922	3.196	0.000	6.933
atp6v0a4|rna41855|gene20199|Level=1	0.146	0.233	1.005	0.131	0.541	0.458	0.205	0.678	0.403
atp6v0b|rna16428|gene5046|Level=1	69.188	72.108	60.116	60.655	63.175	69.799	26.114	37.701	38.781
atp6v0c|rna16546|gene5084|Level=1	740.143	782.798	708.911	799.445	790.110	821.799	201.777	385.290	350.709
atp6v0d1|rna56964|gene29623|Level=1	64.876	79.939	61.682	65.368	63.331	66.334	22.282	32.755	31.455
atp6v0d2|rna54449|gene28072|Level=1	9.977	12.587	12.419	8.867	10.966	9.537	12.143	9.941	10.121
atp6v0e1|rna12710|gene3895|Level=1	21.994	27.428	38.639	26.885	27.469	26.894	35.430	42.262	46.609
atp6v0e2|rna63360|gene33635|Level=1	245.672	238.687	205.563	205.029	236.776	222.653	23.137	96.376	71.762
atp6v1al|rna50243|gene25393|Level=1	0.119	0.353	1.604	0.058	0.202	0.674	0.306	1.029	0.595
atp6v1a|rna36642|gene16807|Level=1	143.738	155.601	129.094	129.450	140.959	135.799	47.559	67.233	77.332
atp6v1a|rna51631|gene26302|Level=1	94.632	85.608	61.887	92.161	80.043	69.352	30.807	35.636	33.512
atp6v1a|rna57563|gene30012|Level=2	0.308	0.918	1.752	0.551	0.350	1.226	0.332	1.841	0.516
atp6v1b1|rna56681|gene29443|Level=1	0.079	0.164	0.439	0.038	0.268	0.112	0.228	0.341	0.197
atp6v1b2|rna63355|gene33631|Level=1	235.129	248.951	202.620	216.848	214.845	199.760	59.761	97.122	97.889
atp6v1c1|rna13885|gene4256|Level=1	133.587	141.379	122.551	117.642	124.823	114.492	32.691	47.862	51.859
atp6v1c2|rna59114|gene30978|Level=1	0.234	0.213	0.524	0.043	0.240	0.506	0.144	0.399	0.271
atp6v1d|rna12466|gene3819|Level=1	176.465	186.075	169.091	148.223	159.967	133.803	52.184	72.218	76.806
atp6v1e1|rna25228|gene7817|Level=1	138.258	136.529	111.453	113.682	117.563	101.005	35.355	51.329	55.812
atp6v1f|rna8800|gene2652|Level=1	219.000	201.416	215.102	257.527	273.451	269.793	59.075	93.035	89.772
atp6v1g1|rna4227|gene1318|Level=1	163.803	171.800	171.360	271.668	281.818	269.688	139.708	225.623	225.911
atp6v1g2|rna5124|gene1567|Level=1	163.663	166.706	147.392	124.684	132.591	108.007	5.972	32.937	24.841
atp6v1g3|rna43340|gene21120|Level=1	0.863	1.408	2.512	0.266	0.774	1.188	0.705	1.840	1.043
atp6v1h|rna5277|gene1611|Level=1	112.627	115.792	92.559	91.244	99.411	90.822	42.899	50.489	52.110
atp7a|rna12987|gene3977|Level=1	5.681	7.369	6.421	6.635	6.966	7.881	8.166	8.090	8.271
atp7b|rna36268|gene16565|Level=1	0.811	1.180	0.787	0.794	0.779	0.992	1.837	1.674	1.324
atp8a1|rna52107|gene26585|Level=1	9.701	18.077	8.710	12.812	15.447	16.313	2.660	7.769	5.168
atp8a2|rna53366|gene27395|Level=1	15.880	25.424	12.581	10.269	11.539	12.536	0.746	5.258	2.634
atp8b1|rna11283|gene3434|Level=1	1.810	1.571	9.641	0.879	2.050	2.390	20.057	10.512	23.909
atp8b2|rna50662|gene25679|Level=2	1.636	2.296	1.427	3.556	2.677	3.105	12.116	9.391	9.275
atp8b3|rna7235|gene2192|Level=1	2.094	3.481	1.749	2.629	2.514	4.000	2.028	3.243	1.930
atp8b4|rna36205|gene16522|Level=1	4.216	5.790	3.849	4.090	4.187	5.697	4.821	6.231	4.839
atp9a|rna23480|gene7262|Level=1	19.560	33.070	16.083	21.465	23.449	25.201	7.820	14.163	12.320
atp9b|rna40157|gene19133|Level=1	1.890	3.430	1.730	2.827	2.792	3.124	2.352	3.018	2.419
atpaf1|rna63346|gene33625|Level=1	51.781	57.640	44.299	47.365	49.291	47.630	46.504	38.254	44.775
atpaf2|rna12759|gene3916|Level=1	18.036	13.809	15.425	31.868	31.186	31.898	33.041	29.519	30.608
atpsckmt|rna48670|gene24447|Level=2	11.467	17.656	14.484	8.916	7.595	6.518	4.954	4.111	2.725
atpsckmt|rna7099|gene2161|Level=1	11.902	18.028	15.004	15.869	16.737	16.047	17.294	15.682	19.690
atraid|rna44099|gene21567|Level=1	22.974	24.308	22.259	27.404	27.600	26.425	30.635	35.384	31.909
atrip|rna1076|gene346|Level=1	11.296	13.098	10.617	11.033	11.811	13.302	10.053	10.406	9.644
atrnl1|rna50721|gene25705|Level=1	3.291	4.651	1.810	4.757	3.498	4.055	2.813	3.701	2.462
atrn|rna56229|gene29181|Level=1	8.973	12.248	7.900	12.082	12.814	12.669	12.221	14.405	11.549
atrx|rna10848|gene3314|Level=1	13.471	19.610	11.441	15.362	14.051	18.559	18.156	19.940	16.079
atr|rna10791|gene3294|Level=1	1.735	1.900	1.268	1.576	1.740	2.110	3.897	3.376	3.201
atxn10|rna38463|gene17980|Level=1	18.863	15.372	15.168	24.095	22.680	22.390	34.549	27.441	30.272
atxn1l|rna42983|gene20900|Level=1	3.610	4.361	2.725	4.138	3.669	4.050	5.269	5.012	4.189
atxn1|rna55238|gene28547|Level=1	2.405	2.918	2.236	2.716	2.235	2.795	2.218	3.075	1.695
atxn2l|rna11485|gene3497|Level=1	8.353	11.444	6.463	19.804	20.389	21.350	18.021	19.612	16.009
atxn2l|rna45296|gene22338|Level=1	3.830	7.521	2.916	14.057	6.401	14.342	16.012	10.688	6.465
atxn2|rna23117|gene7161|Level=1	13.313	18.119	11.819	17.401	18.784	20.636	18.907	19.910	18.503
atxn3|rna4863|gene1498|Level=1	6.004	9.382	5.335	6.165	6.028	5.532	8.327	8.091	7.707
atxn7l1|rna44263|gene21676|Level=1	3.821	5.310	3.420	2.897	3.164	3.548	3.532	4.268	3.371
atxn7l3|rna51863|gene26440|Level=1	12.848	16.562	11.819	14.863	15.508	17.561	13.492	17.192	15.270
atxn7|rna9634|gene2941|Level=1	4.165	5.759	3.427	3.770	3.986	5.226	4.359	4.783	3.814
atxn8|rna42071|gene20322|Level=2	0.578	0.826	0.136	0.225	0.394	0.000	0.000	0.134	0.166
auh|rna57600|gene30045|Level=1	51.663	52.897	46.849	41.106	38.922	38.492	17.958	24.548	23.950
aunip|rna16468|gene5060|Level=1	1.102	0.856	0.945	0.852	1.004	1.426	5.094	4.682	4.485
aup1|rna61645|gene32595|Level=1	12.783	14.874	11.687	17.342	19.515	16.895	15.125	14.434	16.241
aurkaip1|rna1728|gene557|Level=1	31.237	23.997	24.035	29.447	30.944	33.785	39.815	32.596	38.283
aurka|rna23440|gene7250|Level=1	1.831	0.422	0.514	0.893	1.040	1.325	16.645	12.809	15.018
aurkb|rna7419|gene2256|Level=1	9.776	3.281	3.971	5.662	4.769	6.188	69.330	48.780	59.375
auts2|rna28138|gene9059|Level=1	2.441	1.213	0.479	1.388	0.462	0.694	0.526	0.471	0.292
auts2|rna58700|gene30727|Level=1	18.259	31.012	16.893	18.568	19.880	27.857	26.434	33.085	27.327
avd|rna13661|gene4180|Level=1	1.799	0.462	17.517	9.524	22.078	8.117	28.788	13.161	13.699
aven|rna55546|gene28715|Level=1	11.546	13.110	11.130	17.464	17.572	17.188	20.839	17.308	18.537
avil|rna39364|gene18595|Level=1	0.643	2.876	0.303	0.732	1.267	0.439	0.152	0.161	0.077
avl9|rna6946|gene2117|Level=1	8.416	9.668	7.190	8.971	7.838	8.458	3.689	5.133	4.514
avpi1|rna25249|gene7826|Level=1	7.822	9.363	8.075	12.418	13.080	15.748	12.357	12.086	11.123
avpr1a|rna26947|gene8345|Level=1	2.146	2.221	2.552	1.897	1.193	1.635	1.021	1.965	1.100
avpr1b|rna44492|gene21827|Level=1	0.095	0.101	0.137	0.124	0.120	0.096	0.219	0.123	0.183
avpr2|rna47553|gene23775|Level=1	1.489	1.344	1.839	0.505	0.580	0.571	1.127	1.276	0.779
avp|rna15061|gene4626|Level=1	0.043	0.102	0.251	0.581	0.532	0.048	0.055	0.049	0.000
awat1|rna22416|gene6951|Level=1	53.501	56.209	42.761	51.251	60.679	52.434	5.038	17.436	12.370
axdnd1|rna38398|gene17931|Level=1	10.111	12.529	8.177	12.475	11.666	12.662	27.443	23.870	16.012
axdnd1|rna5140|gene1572|Level=2	17.944	30.166	17.486	26.301	27.289	34.764	55.717	45.494	43.223
axin1|rna39266|gene18511|Level=1	3.086	5.095	2.651	3.737	3.571	4.215	4.686	5.374	4.472
axin2|rna26061|gene8067|Level=1	2.220	2.882	1.709	2.766	2.419	3.114	9.548	5.949	7.447
axl|rna47504|gene23746|Level=1	7.786	9.540	6.708	12.084	11.569	14.545	17.784	19.327	15.979
azgp1|rna13617|gene4167|Level=2	0.693	1.156	0.553	0.876	0.439	0.428	0.252	0.365	0.246
azgp1|rna3188|gene995|Level=2	0.000	0.000	0.117	0.403	0.000	0.124	0.000	0.124	0.260
azgp1|rna37909|gene17661|Level=2	1.402	2.895	1.308	1.635	1.486	1.864	1.428	1.911	1.582
azgp1|rna40715|gene19490|Level=2	0.950	0.222	0.577	1.017	1.104	1.112	0.089	0.133	0.113
azgp1|rna43785|gene21407|Level=2	0.435	1.015	0.251	0.333	0.358	0.354	0.052	0.290	0.172
azgp1|rna48891|gene24578|Level=2	0.891	1.900	0.587	0.671	0.733	1.434	1.105	1.239	0.826
azgp1|rna58226|gene30412|Level=2	0.855	1.533	1.270	0.710	0.791	1.119	1.202	1.463	1.412
azi2|rna27492|gene8496|Level=1	9.534	12.889	10.074	13.023	12.803	14.724	10.973	11.712	12.546
azin1|rna41003|gene19690|Level=1	109.879	184.878	116.632	154.237	166.943	168.951	157.172	161.543	153.735
azin2|rna555|gene185|Level=1	76.702	102.795	341.428	98.591	135.416	98.772	59.746	60.483	65.714
b2m|rna19748|gene6113|Level=1	38.931	53.064	49.182	54.935	46.072	46.484	36.857	53.006	42.110
b3galnt2|rna15855|gene4867|Level=1	9.226	9.981	8.499	19.550	20.825	21.267	21.751	19.435	22.506
b3galt1|rna44131|gene21590|Level=1	1.869	2.088	1.247	3.257	2.359	2.460	1.065	2.316	0.993
b3galt1|rna64047|gene34024|Level=2	0.488	0.491	0.686	0.596	0.530	0.665	0.993	0.805	1.245
b3galt2-like.2|rna24471|gene7603|Level=1	5.549	10.214	4.840	7.981	7.385	7.244	3.244	4.736	3.512
b3galt2l|rna23333|gene7220|Level=1	11.001	15.997	9.286	6.695	7.419	7.599	1.144	2.825	2.248
b3galt2|rna59542|gene31285|Level=2	0.257	0.332	0.202	0.106	0.113	0.240	0.141	0.200	0.294
b3galt4|rna8289|gene2498|Level=1	8.631	10.603	6.994	10.255	10.444	11.120	16.625	15.774	14.814
b3galt5.2|rna63364|gene33639|Level=1	0.289	0.117	0.102	0.037	0.195	0.282	0.063	0.482	0.373
b3galt5.3|rna12610|gene3865|Level=1	0.692	1.755	0.959	1.063	0.867	1.129	0.226	0.496	0.272
b3galt5.4|rna45318|gene22355|Level=1	1.156	1.796	3.506	1.041	1.132	2.279	0.246	3.062	1.427
b3galt5l|rna59337|gene31141|Level=1	0.797	0.815	0.804	0.460	0.536	0.795	3.384	1.506	3.034
b3galt5|rna48253|gene24214|Level=2	3.147	6.549	2.567	2.193	2.315	2.754	2.769	4.188	2.811
b3galt6|rna24092|gene7477|Level=1	8.817	13.027	8.170	9.277	9.984	11.649	5.966	7.505	6.749
b3galt9|rna62825|gene33282|Level=1	0.871	1.039	1.079	1.148	1.633	2.381	1.660	2.760	1.426
b3gat1l|rna26346|gene8162|Level=1	6.194	14.241	4.978	7.444	7.353	6.031	0.971	2.271	1.408
b3gat1|rna20538|gene6359|Level=1	3.862	6.405	3.333	3.491	2.931	2.279	0.673	1.237	0.479
b3gat2|rna2422|gene755|Level=1	3.982	10.475	3.148	5.761	6.533	7.367	1.591	3.467	2.432
b3gat3|rna18499|gene5707|Level=1	14.961	18.695	12.101	17.162	19.862	19.215	20.006	18.975	21.155
b3glct|rna54928|gene28355|Level=1	19.240	26.546	17.489	16.161	17.542	15.289	18.651	13.621	15.029
b3gnt2|rna22240|gene6893|Level=1	8.617	10.860	10.432	5.867	5.884	8.020	9.954	10.658	10.107
b3gnt3.2|rna48909|gene24590|Level=1	1.907	1.274	2.592	0.866	0.878	1.757	3.803	3.577	3.444
b3gnt4|rna41434|gene19945|Level=1	1.335	1.110	0.785	0.993	0.838	1.218	1.180	1.301	1.159
b3gnt5|rna17914|gene5521|Level=1	5.131	6.251	18.121	8.504	7.029	8.431	31.717	19.311	35.283
b3gnt6|rna46755|gene23273|Level=1	13.653	16.461	10.529	10.273	10.239	11.215	8.565	9.365	7.888
b3gnt7|rna24136|gene7492|Level=1	4.237	5.323	5.657	2.048	2.975	3.334	10.153	8.526	9.627
b3gnt7|rna42430|gene20555|Level=2	0.034	0.103	0.142	0.285	0.078	0.215	0.890	0.299	1.137
b3gnt9|rna7794|gene2355|Level=1	0.748	1.659	0.921	0.780	1.305	1.187	8.632	4.469	13.653
b3gntl1|rna52674|gene26971|Level=1	7.161	9.365	6.933	7.678	8.579	7.920	10.730	10.425	10.227
b4galnt1|rna21735|gene6730|Level=1	9.216	13.822	8.087	7.974	7.819	8.387	3.258	4.804	3.965
b4galnt2|rna45491|gene22467|Level=1	2.632	0.980	13.611	1.615	2.699	4.496	4.613	5.155	8.788
b4galnt3|rna58831|gene30809|Level=1	3.195	9.059	3.219	1.449	2.912	2.479	2.172	2.523	2.182
b4galnt4|rna50080|gene25293|Level=1	7.705	14.041	7.029	7.775	8.581	9.156	5.840	8.623	7.120
b4galt1.1|rna3256|gene1016|Level=1	0.132	0.121	0.089	0.094	0.121	0.173	0.170	0.170	0.182
b4galt1.2|rna3623|gene1132|Level=1	0.416	0.440	0.869	0.240	0.350	0.157	1.174	0.891	0.972
b4galt1l|rna57903|gene30220|Level=1	0.220	0.555	0.259	0.119	0.195	0.195	0.032	0.113	0.246
b4galt2|rna48478|gene24339|Level=1	10.437	16.690	8.862	12.765	13.113	15.284	9.028	12.092	10.211
b4galt3l1|rna53995|gene27776|Level=1	3.402	4.488	5.262	2.794	3.490	3.527	9.198	10.459	11.410
b4galt3l2|rna44094|gene21565|Level=1	10.504	13.229	10.817	12.094	13.633	14.694	24.072	21.587	25.071
b4galt3|rna43531|gene21242|Level=1	6.433	10.809	6.152	6.491	8.678	8.325	4.537	5.818	4.480
b4galt4|rna47391|gene23689|Level=1	4.920	7.252	3.647	4.845	4.480	4.731	5.965	6.998	4.883
b4galt5|rna49078|gene24661|Level=1	1.809	1.908	1.425	3.047	3.229	2.771	2.454	2.336	1.480
b4galt6|rna12564|gene3850|Level=1	23.896	30.773	25.791	35.132	36.644	44.102	32.098	31.089	34.198
b4galt7|rna5950|gene1822|Level=1	13.077	13.602	13.541	19.322	19.427	20.227	32.519	31.148	32.735
b4gat1|rna8711|gene2623|Level=1	14.928	15.146	11.880	12.974	10.688	10.781	11.221	12.633	9.281
b9d1|rna61563|gene32532|Level=1	13.643	19.378	11.704	15.509	17.462	16.825	21.479	20.999	18.089
b9d2|rna9375|gene2848|Level=1	6.120	6.725	6.047	13.259	10.841	14.688	19.745	18.027	19.713
baalc|rna9856|gene3008|Level=1	4.225	7.257	4.018	9.376	8.434	8.569	2.306	3.789	2.303
baat|rna2355|gene740|Level=1	5.354	8.790	7.442	4.830	8.346	10.647	4.311	7.695	4.513
baat|rna51315|gene26085|Level=2	0.320	0.353	0.618	0.340	0.314	0.347	1.002	1.256	1.075
babam1|rna7050|gene2147|Level=1	23.964	23.946	20.138	35.031	34.754	35.083	35.946	35.884	34.054
babam2|rna44865|gene22056|Level=1	18.568	23.045	14.778	22.149	20.318	17.413	26.094	24.755	24.688
bace1|rna23962|gene7426|Level=1	13.716	21.846	11.578	12.531	13.270	13.229	3.330	7.137	5.022
bace2|rna36241|gene16545|Level=1	9.737	12.711	9.674	8.790	10.064	11.152	28.793	25.993	27.825
bach1|rna37191|gene17185|Level=1	3.113	2.811	3.261	3.780	3.276	3.340	5.070	4.539	4.651
bach2|rna44965|gene22115|Level=1	1.005	1.296	1.094	0.973	0.805	1.065	1.012	1.312	0.650
bad|rna4725|gene1462|Level=1	12.375	17.570	12.280	11.157	12.507	13.739	12.751	15.046	13.380
bag1|rna60252|gene31754|Level=1	12.471	17.179	12.293	12.852	13.152	15.629	11.767	14.223	13.211
bag2|rna704|gene230|Level=1	5.170	8.499	7.188	15.617	17.492	16.697	11.438	8.837	14.723
bag3|rna62107|gene32856|Level=1	1.715	2.726	1.756	6.566	7.016	6.550	3.497	3.296	4.120
bag4|rna11009|gene3363|Level=1	5.041	6.397	6.028	6.493	6.384	7.238	9.537	8.129	9.666
bag5|rna54475|gene28091|Level=1	8.231	12.954	7.501	9.865	10.615	11.598	5.265	8.125	5.774
bag6|rna22616|gene7014|Level=1	49.620	57.619	40.521	54.991	57.194	58.113	56.302	59.267	54.002
bahcc1|rna21623|gene6694|Level=1	7.548	11.823	5.879	7.210	7.396	8.962	9.509	12.317	7.920
bahd1|rna23248|gene7198|Level=1	2.368	3.637	2.093	3.558	3.341	3.174	1.596	2.708	1.573
